popularity,budget,revenue,title,cast,director,keywords,runtime,genres,production_companies,month,vote_count,vote_average,year
0.439101,75000000,13596911,Osmosis Jones,Chris Rock|Laurence Fishburne|David Hyde Pierce|Brandy Norwood|Bill Murray,Bobby Farrelly|Peter Farrelly,cold|flu|lethal virus|construction worker,95,Adventure|Animation|Action|Comedy|Family,Conundrum Entertainment|Warner Bros. Animation|Warner Bros.,8,128,5.6,2001
0.438395,0,0,The Man Who Wasn't There,Billy Bob Thornton|Frances McDormand|Michael Badalucco|James Gandolfini|Scarlett Johansson,Joel Coen,hairdresser|small town|con man|insurance fraud|encounter,116,Crime|Drama,The KL Line,5,153,7.1,2001
0.427875,49000000,0,The One,Jet Li|Jason Statham|Carla Gugino|Delroy Lindo|James Morrison,James Wong,dual identity,87,Action|Science Fiction|Thriller,Columbia Pictures|Revolution Studios,11,259,5.5,2001
0.427146,15000000,0,Buffalo Soldiers,Joaquin Phoenix|Ed Harris|Scott Glenn|Anna Paquin|Elizabeth McGovern,Gregor Jordan,germany|corruption|sex|based on novel|investigation,98,Drama|Comedy|War|Crime|Thriller,Grosvenor Park Films LLP|Film4|Good Machine,9,45,6.6,2001
0.421293,14000000,10424470,Head Over Heels,Monica Potter|Freddie Prinze Jr.|Shalom Harlow|Ivana MiliÄeviÄ‡|Sarah Murdoch,Mark Waters,supermodel,86,Comedy|Romance,Universal Studios,2,43,5.3,2001
0.414765,0,15705007,Enigma,Dougray Scott|Kate Winslet|Saffron Burrows|Jeremy Northam|Nikolaj Coster-Waldau,Michael Apted,lover (female)|world war ii|radio transmission|leave|friendship,119,Mystery|Drama|Thriller|Romance|War,Senator Film Produktion|Meespierson Film CV|Intermedia Films|Broadway Video|Manhattan Pictures International,1,41,5.9,2001
0.414311,38000000,207283925,The Fast and the Furious,Paul Walker|Vin Diesel|Michelle Rodriguez|Jordana Brewster|Rick Yune,Rob Cohen,street gang|car race|undercover|auto-tuning|los angeles,106,Action|Crime|Thriller,Universal Pictures|Original Film|Ardustry Entertainment|Mediastream Film GmbH & Co. Productions KG,6,2505,6.4,2001
0.40848,6000000,705308,Human Nature,Patricia Arquette|Tim Robbins|Rhys Ifans|Miranda Otto|Rosie Perez,Michel Gondry,individual|human evolution|philosophy|sexuality|mentally disabled,96,Drama|Comedy,Fine Line Features|Senator Film Produktion|Beverly Detroit|StudioCanal|Partizan,5,30,5.7,2001
0.405522,13000000,91038276,Save the Last Dance,Julia Stiles|Sean Patrick Thomas|Kerry Washington|Fredro Starr|Terry Kinney,Thomas Carter,ballet dancer|musical|ballet,112,Drama|Family|Romance|Music,MTV Films|Cort/Madden Productions,1,194,6.4,2001
0.403778,0,0,The Affair of the Necklace,Hilary Swank|Simon Baker|Christopher Walken|Hayden Panettiere|Jonathan Pryce,Charles Shyer,marie antoinette|revenge,118,Drama|History,Alcon Entertainment,11,12,5.3,2001
0.400459,0,480811,Bully,Brad Renfro|Bijou Phillips|Nick Stahl|Rachel Miner|Michael Pitt,Larry Clark,florida|striptease|homosexuality|independent film|best friend,113,Crime|Drama,StudioCanal,6,52,6.3,2001
0.390268,0,0,Zebra Lounge,Kristy Swanson|Stephen Baldwin|Brandy Ledford|Cameron Daddo|Dara Perlmutter,Kari Skogland,sex|obsession|nudity|fantasy|marriage,93,Thriller,Alliance Atlantis Communications,10,10,4.0,2001
0.390152,1700000,0,In the Bedroom,Tom Wilkinson|Sissy Spacek|Nick Stahl|Marisa Tomei|William Mapother,Todd Field,age difference|fishing|arbitrary law|conductor|ex husband,130,Drama|Thriller,Miramax Films|GreeneStreet/SKE Films,11,33,5.6,2001
0.386262,35000000,147934180,Spy Kids,Alexa PenaVega|Daryl Sabara|Antonio Banderas|Carla Gugino|Alan Cumming,Robert Rodriguez,double life|parents kids relationship|brother sister relationship|loss of parents|secret agent,88,Action|Comedy|Family|Adventure,Dimension Films|Troublemaker Studios|Miramax,3,467,5.5,2001
0.38279,35000000,29400000,The Pledge,Jack Nicholson|Aaron Eckhart|Helen Mirren|Robin Wright|Vanessa Redgrave,Sean Penn,promise|murder|drawing|porcupine|pledge,123,Crime|Drama|Mystery|Thriller,Epsilon Motion Pictures|Franchise Pictures|Morgan Creek Productions|Clyde Is Hungry Films|Pledge Productions,1,84,6.1,2001
0.381873,0,0,Mean Machine,Vinnie Jones|David Kelly|David Hemmings|Ralph Brown|Vas Blackwood,Barry Skolnick,prison|sport|amateur soccer|soccer coach,99,Comedy|Drama,SKA Films,12,80,6.1,2001
0.381751,75000000,67631903,Bandits,Bruce Willis|Billy Bob Thornton|Cate Blanchett|Troy Garity|William Converse-Roberts,Barry Levinson,prison,123,Action|Comedy|Crime|Romance,Cheyenne Enterprises|Epsilon Motion Pictures|Empire Pictures|Metro-Goldwyn-Mayer (MGM)|Hyde Park Entertainment,10,173,6.1,2001
0.380227,22000000,84772742,The Animal,Rob Schneider|Colleen Haskell|John C. McGinley|Ed Asner|Guy Torry,Luke Greenfield,dream|employee|car crash|scientist|police officer,84,Action|Comedy,Revolution Studios|Happy Madison Productions,6,145,4.5,2001
0.379856,15000000,12000000,Knockaround Guys,Barry Pepper|Andy Davoli|Seth Green|Vin Diesel|John Malkovich,Brian Koppelman|David Levien,montana|sheriff|pile of dead bodies|money|mobster,92,Crime|Thriller,Lawrence Bender Productions,9,46,5.7,2001
0.356425,0,0,Just Visiting,Jean Reno|Christina Applegate|Christian Clavier|Matt Ross|Tara Reid,Jean-Marie PoirÃ©,remake|alternate history|dragon|remake of french film|alternate timeline,88,Comedy|Fantasy|Science Fiction,Gaumont|Hollywood Pictures|Bruin Grip Services,4,95,4.7,2001
0.541416,13000000,16929123,Crazy/Beautiful,Kirsten Dunst|Jay Hernandez|Bruce Davison|Herman Osorio|Miguel Castro,John Stockwell,lovesickness|jealousy|parents kids relationship|love of one's life|cutting the cord,99,Drama|Romance,Touchstone Pictures|Ufland,6,57,6.6,2001
0.350862,0,0,Safar e Ghandehar,Ike Ogut|Nelofer Pazira|Hassan Tantai|Sadou Teymouri|Hoyatala Hakimi,Mojtaba Mirtahasebi|Kaveh Moinfar|Mohsen Makhmalbaf,islam|middle east|refugee|afghanistan|famine,85,Drama|Foreign,Bac Films,5,11,4.5,2001
0.20867,94000000,54744738,Driven,Kip Pardue|Robert Sean Leonard|Til Schweiger|Estella Warren|Sylvester Stallone,Renny Harlin,competition|running|career|idol|racing car,116,Action,Epsilon Motion Pictures|Franchise Pictures|Trackform Film Productions|Mel's Cite du Cinema,4,90,4.8,2001
0.348262,24000000,14782676,Out Cold,Jason London|Lee Majors|Zach Galifianakis|David Koechner|Willie Garson,Brendan Malloy|Emmett Malloy,manager|alcohol|races|mountains|gondola,89,Comedy,Spyglass Entertainment|Touchstone Pictures,11,28,6.1,2001
0.333096,500000,0,Citizen Toxie: The Toxic Avenger IV,David Mattey|Clyde Lewis|Heidi Sjursen|Paul Kyrmse|Joe Fleishaker,Lloyd Kaufman,rape|nudity|satire|slapstick|sequel,109,Comedy|Horror,Troma Entertainment,11,11,6.3,2001
0.318067,0,0,Princess of Thieves,Keira Knightley|David Barrass|Malcolm McDowell|Hannah Cresswell|Stuart Wilson,Peter Hewitt,robin hood|hood|arrow|wood|arch,88,Action|Family|Adventure|Romance|TV Movie,Granada Entertainment,3,27,5.7,2001
0.328665,35000000,13678913,American Outlaws,Colin Farrell|Scott Caan|Ali Larter|Gabriel Macht|Gregory Smith,Les Mayfield,sheriff|horse|outlaw|jesse james|cole younger,94,Action|Western,Warner Bros. Pictures|Morgan Creek Productions,8,26,5.8,2001
0.324227,87000000,351692268,Hannibal,Anthony Hopkins|Julianne Moore|Gary Oldman|Ray Liotta|David Andrews,Ridley Scott,venice|brain|suspense|serial killer|fbi agent,131,Crime|Drama|Thriller|Horror,Universal Pictures|Scott Free Productions|Metro-Goldwyn-Mayer (MGM)|Dino De Laurentiis Company,2,772,6.3,2001
0.323191,75000000,54249294,Domestic Disturbance,John Travolta|Vince Vaughn|Teri Polo|Matt O'Leary|Steve Buscemi,Harold Becker,menace|adoption|dangerous|adoptive father|threat to death,89,Mystery|Thriller|Crime,Paramount Pictures,10,50,5.4,2001
0.318495,13000000,0,Birthday Girl,Nicole Kidman|Ben Chaplin|Vincent Cassel|Mathieu Kassovitz|Kate Lynn Evans,Jez Butterworth,female nudity|robbery|mail order bride|bank clerk,93,Comedy|Crime|Thriller,HAL Films|Mirage Enterprises|Film4,9,51,6.1,2001
0.300784,0,0,Me Without You,Anna Friel|Michelle Williams|Trudie Styler|Allan Corduner|Oliver Milburn,Sandra Goldbacher,friendship|romance|independent film|coming of age|university,107,Drama,Fireworks Pictures|Momentum Pictures,11,10,7.0,2001
0.300216,40000000,0,Impostor,Gary Sinise|Madeleine Stowe|Mekhi Phifer|Vincent D'Onofrio|Tony Shalhoub,Gary Fleder,android|alien,102,Action|Science Fiction|Thriller,Dimension Films|Marty Katz Productions|Mojo Films|PK Pictures,12,54,5.9,2001
0.298712,0,0,The Parole Officer,Steve Coogan|Lena Headey|Ben Miller|Om Puri|Steven Waddington,John Duigan,bank|murder|framed|cctv,93,Action|Comedy|Foreign,DNA Films|Figment Films|Toledo Pictures,6,18,5.6,2001
0.293121,0,0,Lantana,Anthony LaPaglia|Geoffrey Rush|Barbara Hershey|Kerry Armstrong|Rachael Blake,Ray Lawrence,infidelity|investigation|marriage crisis|police|relation,121,Crime|Drama|Mystery|Thriller,Australian Film Finance Corporation (AFFC)|MBP (Germany)|Jan Chapman Productions|The New South Wales Film and Television Office,10,19,6.2,2001
0.286107,1500000,0,Elvira's Haunted Hills,Cassandra Peterson|Richard O'Brien|Mary Scheer|Scott Atkinson|Heather Hopper,Sam Irvin,castle,90,Comedy|Horror,Media Pro Pictures,6,10,5.6,2001
0.283553,0,0,Texas Rangers,James Van Der Beek|Rachael Leigh Cook|Ashton Kutcher|Dylan McDermott|Usher Raymond,Steve Miner,underwear|tiger|racial segregation,110,Action|Adventure|Drama|Western,Dimension Films,11,10,5.6,2001
0.278317,0,741394,Charlotte Gray,Cate Blanchett|James Fleet|Abigail Cruttenden|Charlotte McDougall|Rupert Penry-Jones,Gillian Armstrong,france|resistance|loss of lover|world war ii|nazis,121,Drama|History|Romance|War,Senator Film Produktion|Ecosse Films|Film4|Pod Films,12,14,5.4,2001
0.299969,34000000,19693891,Summer Catch,Freddie Prinze Jr.|Jessica Biel|Fred Ward|Matthew Lillard|Brian Dennehy,Mike Tollin,beach|baseball|sport|bikini|party,108,Drama|Comedy|Romance,Tollin/Robbins Productions|Warner Bros.,8,35,4.8,2001
0.274314,5000000,295206,Wet Hot American Summer,Janeane Garofalo|David Hyde Pierce|Michael Showalter|Marguerite Moreau|Paul Rudd,David Wain,adolescence|summer camp|independent film,97,Comedy,Eureka Pictures,7,163,6.5,2001
0.274027,0,0,Valentine,Denise Richards|David Boreanaz|Marley Shelton|Jessica Capshaw|Jessica Cauffiel,Jamie Blanks,mobbing|success|violence against women|revenge|serial killer,96,Horror|Thriller,Village Roadshow Pictures|NPV Entertainment|Warner Bros.,2,51,4.9,2001
0.272619,35000000,0,Heist,Gene Hackman|Danny DeVito|Delroy Lindo|Sam Rockwell|Rebecca Pidgeon,David Mamet,gold|blackmail|bank robber|jewelry|receiving of stolen goods,107,Action|Crime|Drama|Thriller,Epsilon Motion Pictures|Franchise Pictures|Indelible Pictures|Linson Entertainment|Art Linson Productions,11,62,6.5,2001
0.353327,1500000,416925,The Believer,Ryan Gosling|Summer Phoenix|Theresa Russell|Billy Zane|Joshua Harto,Henry Bean,bomb|jewry|world war ii|jewish life|jew,98,Drama,Fuller Films|Seven Arts Pictures,1,78,6.8,2001
0.263042,75000000,5409517,Monkeybone,Brendan Fraser|Bridget Fonda|John Turturro|Chris Kattan|Giancarlo Esposito,Henry Selick,parallel worlds|organ donation|horniness agent|aftercreditsstinger,93,Adventure|Fantasy|Animation|Action|Comedy,20th Century Fox|1492 Pictures,2,37,4.0,2001
0.258176,0,0,See Spot Run,Michael Clarke Duncan|David Arquette|Leslie Bibb|Joe Viterelli|Steve Schirripa,John Whitesell,dog,94,Action|Comedy|Family,Village Roadshow Pictures|NPV Entertainment|Robert Simonds Productions|Warner Bros.|Spot Pictures,3,26,4.8,2001
0.257859,0,0,Storytelling,John Goodman|Selma Blair|Robert Wisdom|Paul Giamatti|Leo Fitzpatrick,Todd Solondz,sex|exploitation|high school|celebrity|independent film,87,Comedy|Drama,New Line Cinema|Killer Films|Good Machine,11,22,5.8,2001
0.25108,0,0,61*,Barry Pepper|Thomas Jane|Anthony Michael Hall|Richard Masur|Bruce McGill,Billy Crystal,baseball|sport|historical figure,129,Drama|History,61* Productions Inc.,4,24,5.8,2001
0.249357,0,0,Attila,Gerard Butler|Powers Boothe|Simmone Jade Mackinnon|Reg Rogers|Alice Krige,Dick Lowry,general|roman|army|battlefield|blood,177,War|Action|Adventure|Drama|History,Alphaville Films|USA Cable Network|Attila Productions|Michael R. Joyce Productions,1,41,6.2,2001
0.227672,38000000,0,Joe Somebody,Tim Allen|Julie Bowen|Kelly Lynch|Greg Germann|Jim Belushi,John Pasquin,profession|karate|daughter|befÃ¶rderung|ex-wife,99,Comedy,20th Century Fox|Regency Enterprises,12,14,5.5,2001
0.507235,0,0,To End All Wars,CiarÃ¡n McMenamin|Robert Carlyle|Kiefer Sutherland|Sakae Kimura|Mark Strong,David L. Cunningham,japan|scotland|traitor|freight train|railway car,108,Action|Comedy|Drama|History,Argyll Film Partners|Gummshoe Productions|Integrity Partners|Pray For Rain Pictures,9,13,6.3,2001
0.224439,0,0,Snow White,Miranda Richardson|Kristin Kreuk|Vera Farmiga|Vincent Schiavelli|Clancy Brown,Caroline Thompson,woman director,93,TV Movie|Fantasy|Family|Adventure,Hallmark Entertainment|Babelsberg International Film Produktion|Sextant Entertainment Group,10,25,5.6,2001
0.223151,0,0,Iris,Judi Dench|Jim Broadbent|Kate Winslet|Hugh Bonneville|Penelope Wilton,Richard Eyre,based on novel|new love|love of one's life|retiree|aging,91,Drama|Romance,Miramax Films|BBC Films|Intermedia Films,12,21,5.7,2001
0.906593,0,0,Black Knight,Martin Lawrence|Marsha Thomason|Tom Wilkinson|Vincent Regan|Daryl Mitchell,Gil Junger,england|black people|medaillon|castle|time travel,95,Adventure|Comedy|Fantasy,Twentieth Century Fox Film Corporation|Regency Enterprises|Epsilon Motion Pictures|New Regency Pictures|Runteldat Entertainment,11,153,5.4,2001
0.216654,0,0,The Man Who Sued God,Billy Connolly|Judy Davis|Colin Friels|Bille Brown|Wendy Hughes,Mark Joffe,lightning|fisherman|assurance|god|church,97,Comedy,Australian Film Finance Corporation,10,11,5.7,2001
0.213105,0,0,Wit,Emma Thompson|Christopher Lloyd|Eileen Atkins|Audra McDonald|Jonathan M. Woodward,Mike Nichols,nurse|poetry|professor|cancer|hospital,99,Drama|TV Movie,HBO Films,2,14,5.8,2001
0.210756,0,0,Scooby-Doo and the Cyber Chase,Scott Innes|Joe Alaskey|Bob Bergen|Grey Griffin|Gary Anthony Sturgis,Jim Stenstrum,video game|virtual reality,75,Animation|Family,Hanna-Barbera Productions|Warner Bros. Animation,10,29,6.7,2001
0.167033,93000000,368780809,Jurassic Park III,Sam Neill|William H. Macy|TÃ©a Leoni|Trevor Morgan|Alessandro Nivola,Joe Johnston,exotic island|dna|paleontology|tyrannosaurus rex|velociraptor,92,Adventure|Action|Thriller|Science Fiction,Universal Studios|Amblin Entertainment,7,1366,5.6,2001
0.209655,0,0,The Grey Zone,David Arquette|Daniel Benzali|Steve Buscemi|Harvey Keitel|Natasha Lyonne,Tim Blake Nelson,holocaust|auschwitz|uprising|doctor,108,Drama|War,The Goatsingers,9,16,5.6,2001
0.209579,22000000,0,Josie and the Pussycats,Rachael Leigh Cook|Rosario Dawson|Tara Reid|Gabriel Mann|Alan Cumming,Harry Elfont|Deborah Kaplan,manager|pop|secret|small town|garage,98,Comedy|Music,Universal Pictures|Marc Platt Productions|Metro-Goldwyn-Mayer (MGM)|Riverdale Productions,4,39,5.2,2001
0.20688,57000000,62112895,Captain Corelli's Mandolin,Nicolas Cage|PenÃ©lope Cruz|Christian Bale|Irene Papas|Gerasimos Skiadaressis,John Madden,officer|greek island|mandolin|italian soldier|resistance fighter,131,Drama|History|Romance,Miramax Films|Universal Pictures,8,67,5.6,2001
0.205873,0,0,The Body,Antonio Banderas|Olivia Williams|Jason Flemyng|John Shrapnel|Derek Jacobi,Jonas McCord,israel|rome|doubt|archeologyÂ ,109,Drama|Mystery|Romance|Thriller,Helkon Media AG|Avalanche Films|Compass Productions|Diamant Cohen Productions,4,17,4.5,2001
0.205204,0,0,The Order,Jean-Claude Van Damme|Brian Thompson|Charlton Heston|Sofia Milos|Ben Cross,Sheldon Lettich,crusader|artifact|attack,89,Adventure|Drama|Action|Comedy|Thriller,777 Films Corporation,12,30,3.8,2001
0.151506,0,0,James Dean,James Franco|Michael Moriarty|Valentina Cervi|Enrico Colantoni|Joanne Linville,Mark Rydell,biography,90,Drama,Five Mile River Films|Gerber Pictures|Marvin Worth Productions|Splendid Television,8,22,6.7,2001
0.202684,0,0,Freddy Got Fingered,Tom Green|Rip Torn|Marisa Coughlan|Eddie Kaye Thomas|Harland Williams,Tom Green,wheelchair|slacker|sausage,87,Comedy,Regency Enterprises|Epsilon Motion Pictures|New Regency Pictures|MBST/Lloyd Productions,4,48,4.3,2001
0.254157,0,0,Shrek in the Swamp Karaoke Dance Party,Mike Myers|Eddie Murphy,Vicky Jenson|Andrew Adamson,song|shrek|woman director,3,Animation|Comedy|Music,DreamWorks Animation,1,12,5.4,2001
0.195196,1000000,10013424,Kissing Jessica Stein,Jennifer Westfeldt|Tovah Feldshuh|Esther Wurmfeld|Hillel Friedman|Jon Hamm,Charles Herman-Wurmfeld,based on play|independent film|gay romance|lesbian|bisexual,97,Comedy,Fox Searchlight Pictures|Eden Wurmfeld Films|Cineric|Michael Alden Productions|Brad Zions Films,4,22,5.9,2001
0.194196,0,0,Stanley Kubrick: A Life in Pictures,Tom Cruise|Stanley Kubrick|Barbara Kroner|Steven Marcus|Alexander Singer,Jan Harlan,career|conversation|interview|history,141,Documentary,Warner Bros.,5,20,7.5,2001
0.191566,40000000,27053815,The Musketeer,Catherine Deneuve|Mena Suvari|Stephen Rea|Tim Roth|Justin Chambers,Peter Hyams,loss of family|queen|power|power takeover|kingdom,104,Action|Adventure|Drama,"Crystal Sky Worldwide|MDP Worldwide|ApolloMedia Distribution|Carousel Picture Company, The|Signature Entertainment",9,32,5.1,2001
0.189393,7000000,3646994,The Cat's Meow,Kirsten Dunst|Edward Herrmann|Eddie Izzard|Cary Elwes|Joanna Lumley,Peter Bogdanovich,sex|blackmail|yacht|kiss|party,114,Drama|Mystery|Thriller,Lions Gate Films|Dan Films|CP Medien AG,8,19,5.7,2001
0.210173,5000000,0,The Forsaken,Kerr Smith|Brendan Fehr|Izabella Miko|Johnathon Schaech,J.S. Cardone,full moon|poster|hitchhiker|homoeroticism|newspaper headline,90,Action|Adventure|Horror|Thriller,Screen Gems|Sony Pictures Entertainment|Egmont Film|Columbia TriStar Home Entertainment,4,17,4.6,2001
0.169845,0,0,Bubble Boy,Jake Gyllenhaal|Swoosie Kurtz|Marley Shelton|Danny Trejo|John Carroll Lynch,Blair Hayes,lovesickness|niagara falls|crush|youth|illness,84,Adventure|Comedy|Drama|Romance,Touchstone Pictures,8,73,4.6,2001
0.114027,0,0,The Blue Planet,David Attenborough,Alastair Fothergill,wild sea,400,Documentary,BBC Films,9,22,6.9,2001
0.168793,0,0,Conspiracy,Kenneth Branagh|Stanley Tucci|Colin Firth|Ian McNeice|Brendan Coyle,Frank Pierson,war crimes|holocaust|jew persecution|nazis,96,Drama|History|TV Movie,BBC Films,5,31,6.3,2001
0.164669,6000000,2025238,Novocaine,Chelcie Ross|Steve Martin|Laura Dern|Lynne Thigpen|Polly Noonan,David Atkins,murder|independent film|drug|dentist,95,Comedy|Crime|Thriller,Numb Gums Production Inc.,11,12,5.9,2001
0.26321,11000000,13276953,Sugar & Spice,Marla Sokoloff|Marley Shelton|Melissa George|Mena Suvari|Rachel Blanchard,Francine McDougall,rebel|american football|robbery|bank|mask,81,Crime|Comedy,New Line Cinema,1,31,5.4,2001
0.148963,10000000,7316658,Bones,Snoop Dogg|Pam Grier|Michael T. Weiss|Clifton Powell|Katharine Isabelle,Ernest R. Dickerson,black people|drug dealer|dying and death|skeleton|crack,96,Action|Horror|Thriller,New Line Cinema,10,17,4.0,2001
0.138860999999999,0,0,Dogtown and Z-Boys,Sean Penn|Jay Adams|Henry Rollins|Steve Caballero|Tony Hawk,Stacy Peralta,skateboarding|independent film,91,Documentary,Agi Orsi Productions|Vans Off the Wall,1,28,6.7,2001
0.19853,0,0,The Anniversary Party,Alan Cumming|Jennifer Jason Leigh|John Benjamin Hickey|Parker Posey|Phoebe Cates,Alan Cumming|Jennifer Jason Leigh,infidelity|ecstasy|party|independent film|woman director,115,Comedy|Drama,Fine Line Features|Ghoulardi Film Company|Pas de Quoi,5,11,5.6,2001
0.12891,7000000,10229331,The Wash,Dr. Dre|Snoop Dogg|DJ Pooh|Angell Conwell|Bruce Bruce,DJ Pooh,sex|fight|surprise during end credits|illegal drug|black american stereotype,93,Action|Comedy,Lionsgate,11,15,5.6,2001
0.128169,15000000,163169,Down,Naomi Watts|James Marshall|Michael Ironside|Edward Herrmann|Dan Hedaya,Dick Maas,new york|terrorist|secret|nightmare|investigation,111,Action|Horror|Mystery|Thriller,First Floor Features,5,10,3.7,2001
0.115051,0,0,In the Time of the Butterflies,Salma Hayek|Edward James Olmos|MÃ­a Maestro|DemiÃ¡n Bichir|Pilar Padilla,Mariano Barroso,government|dictatorship|butterfly|dominican republic,95,TV Movie|Thriller|Drama|History|Romance,Ventanarosa Productions|Metro-Goldwyn-Mayer (MGM)|Phoenix Pictures|Showtime Networks|Producciones Amaranta,10,10,6.1,2001
0.114896,0,0,Halloweentown II: Kalabar's Revenge,Kimberly J. Brown|Debbie Reynolds|Daniel Kountz|Judith Hoag|Phillip Van Dyke,Mary Lambert,witch|magic|sequel|warlock|disney channel,81,Adventure|Family|Fantasy|TV Movie,Just Singer Entertainment,10,38,6.0,2001
0.200262,0,0,Holiday in the Sun,Mary-Kate Olsen|Ashley Olsen|Austin Nichols|Megan Fox|Ben Easter,Steve Purcell,exotic island|twin sister|smuggling|vacation|artifact,87,Action|Adventure|Comedy|Family,Dualstar Entertainment Group|Dualstar Productions,11,17,5.6,2001
0.100277,0,0,BelphÃ©gor - Le fantÃ´me du Louvre,Sophie Marceau|Michel Serrault|FrÃ©dÃ©ric Diefenthal|Julie Christie,Jean-Paul SalomÃ©,mummy|mumie,97,Fantasy|Science Fiction,Mars Distribution,4,16,4.0,2001
0.097715,0,0,Lost and Delirious,Piper Perabo|Jessica ParÃ©|Mischa Barton|Jackie Burroughs|Mimi Kuzyk,LÃ©a Pool,sex|based on novel|roommate|identity|secret,103,Drama|Romance,CitÃ©-AmÃ©rique|Dummett Films,1,55,6.8,2001
0.089976,16000000,29381649,Baby Boy,Tyrese Gibson|Taraji P. Henson|Omar Gooding|Ving Rhames|Snoop Dogg,John Singleton,single parent|intolerance|condom|bootlegger|fistfight,130,Drama|Comedy|Crime,Columbia Pictures,6,29,7.4,2001
0.080857,0,0,The Lost World,Bob Hoskins|James Fox|Tom Ward|Matthew Rhys|Elaine Cassidy,Stuart Orme,based on novel|dinosaur|sir arthur conan doyle|lost continent,150,Adventure|Fantasy|Science Fiction,BBC|A&E Television Networks|RTL,12,11,6.4,2001
0.047949,0,0,Tanguy,Eric Berger|Sabine AzÃ©ma|AndrÃ© Dussollier|HÃ©lÃ¨ne Duc|Aurore ClÃ©ment,Ã‰tienne Chatiliez,paris|china|parents kids relationship|flat|mama's boy,108,Comedy,Les Productions du Champ Poirier|TPS CinÃ©ma|TÃ©lÃ©ma Productions,11,34,5.7,2001
0.026783,0,0,Double Take,Orlando Jones|Eddie Griffin|Garcelle Beauvais|Gary Grubbs|Daniel Roebuck,George Gallo,mexico|cia|fbi|train,88,Adventure|Drama|Action|Comedy|Romance,Touchstone Pictures,1,13,5.8,2001
8.46666799999999,185000000,1001921825,The Dark Knight,Christian Bale|Michael Caine|Heath Ledger|Aaron Eckhart|Gary Oldman,Christopher Nolan,dc comics|crime fighter|secret identity|scarecrow|sadism,152,Drama|Action|Crime|Thriller,DC Comics|Legendary Pictures|Warner Bros.|Syncopy,7,8432,8.1,2008
5.6781190000000015,180000000,521311860,WALLÂ·E,Ben Burtt|Elissa Knight|Jeff Garlin|Fred Willard|John Ratzenberger,Andrew Stanton,future|garbage|plants|dystopia|lonelyness,98,Animation|Family,Walt Disney Pictures|Pixar Animation Studios,6,4209,7.6,2008
4.9779550000000015,140000000,585174222,Iron Man,Robert Downey Jr.|Terrence Howard|Jeff Bridges|Gwyneth Paltrow|Leslie Bibb,Jon Favreau,middle east|arms dealer|malibu|marvel comic|comic,126,Action|Science Fiction|Adventure,Marvel Studios,4,6220,7.3,2008
3.647612,25000000,226830568,Taken,Liam Neeson|Famke Janssen|Maggie Grace|Katie Cassidy|Holly Valance,Pierre Morel,kidnapping|fbi agent|agent|missing daughter,93,Action|Thriller|Crime,Twentieth Century Fox Film Corporation|M6 Films|Canal+|TPS Star|Grive Productions,2,3075,7.2,2008
3.16167,185000000,786636033,Indiana Jones and the Kingdom of the Crystal Skull,Harrison Ford|Cate Blanchett|Shia LaBeouf|Ray Winstone|Karen Allen,Steven Spielberg,saving the world|riddle|whip|treasure|mexico city,122,Adventure|Action,Lucasfilm|Paramount Pictures,5,1537,5.6,2008
3.1076650000000003,37000000,392616625,Twilight,Kristen Stewart|Robert Pattinson|Billy Burke|Taylor Lautner|Peter Facinelli,Catherine Hardwicke,soulmates|vampire|forbidden love|immortality|trust,122,Adventure|Fantasy|Drama|Romance,Summit Entertainment|Maverick Films|Imprint Entertainment|Goldcrest Pictures|Temple Hill Entertainment,11,2013,5.8,2008
3.086676,200000000,586090727,Quantum of Solace,Daniel Craig|Olga Kurylenko|Mathieu Amalric|Judi Dench|Giancarlo Giannini,Marc Forster,killing|undercover|secret agent|james bond,106,Adventure|Action|Thriller|Crime,Eon Productions,10,2149,6.0,2008
3.036644,130000000,631744560,Kung Fu Panda,Jack Black|Dustin Hoffman|Angelina Jolie|Jackie Chan|Lucy Liu,Mark Osborne|John Stevenson,china|martial arts|kung fu|mentor|snake,90,Animation|Family,DreamWorks Animation,6,1938,6.8,2008
2.90047,19000000,18755936,Sex Drive,Josh Zuckerman|Amanda Crew|Clark Duke|James Marsden|Seth Green,Sean Anders,sex|jealousy|virgin|nudity|community,109,Comedy|Adventure|Romance,"Summit Entertainment, LLC|Alloy Entertainment|Goldcrest Pictures",10,167,5.9,2008
2.543535,52000000,609841637,Mamma Mia!,Meryl Streep|Pierce Brosnan|Amanda Seyfried|Colin Firth|Stellan SkarsgÃ¥rd,Phyllida Lloyd,single parent|greece|musical|daughter|singles,108,Comedy|Romance,Universal Pictures|Internationale Filmproduktion Richter|Playtone|Relativity Media|Littlestar,6,805,6.2,2008
2.537342,150000000,333932083,The Curious Case of Benjamin Button,Cate Blanchett|Brad Pitt|Tilda Swinton|Julia Ormond|Elle Fanning,David Fincher,diary|navy|funeral|tea|travel,166,Fantasy|Drama|Thriller|Mystery|Romance,"Paramount Pictures|Warner Bros.|Kennedy/Marshall Company, The",11,1899,7.2,2008
2.349544,150000000,163712074,The Incredible Hulk,Edward Norton|Liv Tyler|Tim Roth|William Hurt|Tim Blake Nelson,Louis Leterrier,new york|rio de janeiro|marvel comic|comic|superhero,114,Science Fiction|Action|Adventure,Universal Pictures|Marvel Studios|Valhalla Motion Pictures|MVL Incredible Productions,6,1868,6.1,2008
